sample_id	bed_lines	ref_lines	rs_lines	rs_bytes	rs_wall_s	rs_peak_rss_kb
s0000	144173	144995	144173	51876520	28.76	163072
s0001	147489	148456	147489	53076274	26.47	175680
s0002	112899	113482	112899	40612559	14.96	165944
s0003	100767	101209	100767	36215050	28.62	168544
s0004	55949	56188	55949	20060151	19.5	128036
s0005	111486	112064	111486	40087572	26.31	154916
s0006	81922	82303	81922	29450277	21.15	138064
s0007	109916	110442	109916	39523652	27.68	162716
s0008	21819	21963	21819	7835848	11.61	122356
s0009	37756	38040	37756	13574837	19.79	144124
s0010	109903	110508	109903	39540473	26.05	167972
s0011	43877	44129	43877	15773720	19.73	140224
s0012	111288	111894	111288	40026035	17.76	156888
s0013	101833	102258	101833	36615969	25.45	161724
s0014	31187	31345	31187	11184346	14.81	112140
s0015	106486	106939	106486	38269810	14.65	159396
s0016	94708	95219	94708	33999335	19.97	142060
s0017	210652	212890	210652	76083478	26.6	185348
s0018	145152	145984	145152	52218090	26.28	163900
s0019	94385	94782	94385	33920504	22.7	155356
s0020	91547	92020	91547	32895565	13.17	137332
s0021	105102	105617	105102	37804367	31.22	156504
s0022	149318	150601	149318	53780422	18.12	151368
s0023	190784	192486	190784	68773439	28.13	174416
s0024	13332	13365	13332	4751794	5.59	86504
s0025	163838	165188	163838	59033918	24.75	169280
s0026	110912	111478	110912	39887984	27.81	169348
s0027	93740	94213	93740	33673002	13.85	145352
s0028	65146	65513	65146	23401048	24.92	139224
s0029	116373	116977	116373	41876763	27.82	172540
s0030	152456	153544	152456	54998707	22.75	153736
s0031	148653	149525	148653	53524494	30.04	194136
s0032	115502	116469	115502	41564925	20.23	159660
s0033	9741	9804	9741	3484946	11.44	143280
s0034	107176	107768	107176	38529520	25.92	165976
s0035	101921	102402	101921	36645337	23.47	160584
s0036	165173	166228	165173	59445828	27.72	183852
s0037	113246	113774	113246	40700981	32.47	164032
s0038	119517	120194	119517	42969583	15.53	149392
s0039	35927	36217	35927	12920101	17.38	148380
s0040	105470	105887	105470	37924329	18.29	155856
s0041	94923	95440	94923	34156961	25.73	160060
s0042	79773	80103	79773	28642077	25.07	142660
s0043	100033	100490	100033	35965134	23.09	156580
s0044	96032	96441	96032	34535194	15.66	159784
s0045	207586	209401	207586	74902202	28.51	170108
s0046	103825	104480	103825	37317984	22.21	150236
s0047	121222	121928	121222	43576721	28.14	159164
s0048	6454	6479	6454	2305703	5.34	73536
s0049	68622	68941	68622	24676768	20.96	124268
s0050	110554	111167	110554	39746098	24.95	159084
s0051	52020	52264	52020	18653504	21.23	150888
s0052	143985	144896	143985	51890948	17.27	147576
s0053	78510	78928	78510	28187142	18.05	129364
s0054	76383	76723	76383	27419836	27.37	146804
s0055	104693	105261	104693	37641562	24.54	159020
s0056	124159	124909	124159	44669372	24.48	167484
s0057	13374	13412	13374	4774165	10.79	79520
s0058	36971	37124	36971	13247470	10.97	126584
s0059	120615	121352	120615	43449500	19.19	139548
s0060	118021	118637	118021	42469306	28.59	167960
s0061	41542	41813	41542	14905847	14.87	117116
s0062	103960	104475	103960	37360517	61.45	162092
s0063	96923	80528	96923	34818980	22.84	155160
s0064	99974	100429	99974	35923560	23.33	142424
s0065	82800	83126	82800	29705099	23.21	135084
s0066	620926	648047	620926	227339193	89.48	585556
s0067	1351835	1419805	1351835	495639934	90.63	646468
s0068	1255185	1323139	1255185	460193066	158.43	899236
s0069	975934	1035905	975934	358266428	66.42	506456
s0070	614929	641426	614929	225193451	80.12	382644
s0071	618045	646481	618045	226583799	88.18	351972
s0072	394591	407233	394591	144324694	57.31	296516
s0073	405873	419856	405873	148495721	74.2	287328
s0074	623532	649755	623532	228265826	74.88	499704
s0075	1404380	1476217	1404380	514967027	98.25	671928
s0076	543323	564914	543323	198854816	59.21	414312
s0077	500303	521156	500303	183172478	67.17	475692
s0078	1371268	1522966	1371268	505080823	193.57	607624
s0079	568143	592852	568143	208013451	80.26	432156
s0080	462309	478731	462309	169266646	85.22	312080
s0081	470123	488806	470123	171977765	67.16	338916
s0082	570406	597585	570406	209183702	128.08	1041812
s0083	540716	567879	540716	198344295	103.47	1122852
s0084	631062	673042	631062	231685358	122.76	2890700
s0085	640606	676663	640606	235338664	137.21	1241400
s0086	696755	750216	696755	256475563	145.33	1407248
s0087	723775	771594	723775	266367070	349.19	1825488
s0088	799543	845565	799543	294153528	136.12	2009620
s0089	635511	666474	635511	233226192	114.52	463852
s0090	754513	785811	754513	276085376	86.33	375132
s0091	823625	865832	823625	301938597	87.93	439872
s0092	896457	951845	896457	328921298	69.49	501044
s0093	792506	837584	792506	290662796	217.03	494468
s0094	1063776	1127576	1063776	390369466	123.05	527944
s0095	965106	1043786	965106	354630531	134.99	599100
s0096	404795	419203	404795	148197957	73.55	423756
s0097	458754	473339	458754	167698485	74.47	363992
s0098	399297	412586	399297	146038445	67.18	310376
s0099	530177	551782	530177	194101522	76.87	360492
s0100	1004575	1071806	1004575	368952018	130.12	573176
s0101	617461	647922	617461	226436355	202.88	644764
s0102	1277049	1346067	1277049	468493568	156.05	660344
s0103	620365	649715	620365	227262676	85.8	425968
s0104	1008535	1050439	1008535	369205137	118.4	520840
s0105	1169508	1229141	1169508	428807676	125.94	567224
s0106	465008	478572	465008	169926518	80.29	296676
s0107	1009577	1078954	1009577	370786046	123.39	519188
s0108	546016	565501	546016	199858680	65.18	365644
s0109	327021	336136	327021	119481949	46.16	305464
s0110	1009709	1061460	1009709	369940348	102.13	489748
s0111	1011546	1091378	1011546	371745111	187.03	785012
s0112	449132	462426	449132	164209617	41.9	318800
s0113	477343	499498	477343	174735050	63.95	563848
s0114	1189361	1274549	1189361	437176836	144.9	557572
s0115	484958	501497	484958	177317705	51.07	388076
s0116	855066	892757	855066	312989543	101.56	439644
s0117	518400	538194	518400	189851185	86.25	552076
s0118	473991	490373	473991	173238019	68.75	543376
s0119	859024	904978	859024	314922577	109.64	405428
s0120	979383	1036518	979383	359388933	133.91	624136
s0121	665405	698515	665405	244199924	102.08	1999308
s0122	560844	587324	560844	205582164	76.65	611752
s0123	391219	406318	391219	143213425	60.79	299704
s0124	396866	409017	396866	145073259	47.64	275920
s0125	1333667	1444617	1333667	490760436	115.24	3128980
s0126	773665	821294	773665	284051855	140.19	924660
s0127	623021	646740	623021	228172434	77.92	355116
s0128	426038	440328	426038	155906611	69.48	356680
s0129	689847	723778	689847	252964837	100.21	378976
s0130	730068	767775	730068	267585443	103.39	1136092
s0131	761578	811220	761578	279963197	123.04	1301596
s0132	499008	515528	499008	182491179	70.2	353400
s0133	1057076	1107381	1057076	387175778	114.55	550748
s0134	551562	575762	551562	201990271	69.03	639384
s0135	1002283	1040097	1002283	366643764	89.54	534880
s0136	370315	384633	370315	135512397	71.04	336036
s0137	1362854	1432225	1362854	499799339	144.64	637100
s0138	668168	697419	668168	244904606	62.73	438968
s0139	772250	809789	772250	283394854	77.76	699996
s0140	921345	971878	921345	337924159	114.3	560444
s0141	899031	944497	899031	329352558	99.46	512864
s0142	630810	657040	630810	231166458	56.54	423432
s0143	617600	653941	617600	226965916	119.51	1458636
s0144	457179	473052	457179	167373226	68.01	324432
s0145	387243	354682	387243	141637724	63.28	604996
s0146	335587	344576	335587	122608041	52.42	287224
s0147	360155	370809	360155	131726972	35.64	292212
s0148	584071	609595	584071	214038225	90.56	368232
s0149	572383	596352	572383	209643091	79.11	415100
s0150	1239525	1304373	1239525	454530079	143.07	630404
s0151	584258	608965	584258	213937252	66.36	457524
s0152	683919	727228	683919	251426413	156.84	1707288
s0153	687630	719698	687630	252262076	111.51	1627036
s0154	591881	617595	591881	216648750	71.98	381972
s0155	614464	638009	614464	225216428	108.41	1842348
s0156	631614	666755	631614	231847104	172.76	1147648
s0157	621423	654893	621423	228168285	106.19	1738512
s0158	692447	728965	692447	254177623	128.87	2301960
s0159	752550	784991	752550	275977269	107.93	2184732
s0160	847077	907121	847077	311338054	94.08	584284
s0161	1158602	1223814	1158602	425378537	105.89	2543600
s0162	856829	906736	856829	314381001	179.55	4330992
s0163	484113	504085	484113	177536764	90.42	544436
s0164	578823	606243	578823	212279736	80.87	569788
s0165	660816	713533	660816	243219644	122.53	1399008
s0166	601006	627864	601006	220229490	78.64	521408
s0167	698681	731880	698681	256280224	142.59	4243528
s0168	900259	943325	900259	329693257	144.45	1583520
s0169	1033934	1090808	1033934	379347509	129.04	1456928
s0170	691809	651934	691809	254416294	125.21	823700
s0171	1058349	1119016	1058349	388398022	176.93	2601300
s0172	1236831	1316288	1236831	453828485	191.02	2893980
s0173	357511	371053	357511	130931322	84.75	575112
s0174	1035293	1092775	1035293	379781772	100.86	1791464
s0175	833749	863939	833749	305004843	90.88	2543940
s0176	596749	624401	596749	218702360	57.37	1037316
s0177	530680	557787	530680	194782832	83.82	587096
s0178	373875	385925	373875	136762448	66.35	311472
s0179	340683	350040	340683	124573814	52.78	337472
s0180	1050974	1116916	1050974	385449368	85.83	1847824
s0181	546883	568911	546883	200095458	69.08	439864
s0182	496966	518677	496966	182299299	86.61	620588
s0183	430623	295082	430623	157868693	341.89	570616
s0184	522991	540523	522991	191357120	85.39	465452
s0185	1209612	1274438	1209612	443560039	129.91	794288
s0186	1036337	1089902	1036337	379891407	132.37	562208
s0187	403753	417689	403753	147858201	73.41	512116
s0188	869073	924344	869073	318831607	104.23	525968
s0189	956483	996987	956483	350262988	134.56	2822568
s0190	386263	398715	386263	141369148	56.41	394900
s0191	960544	1024689	960544	352700990	154.66	2059036
s0192	701188	746271	701188	258051856	119.86	2414924
s0193	607299	630955	607299	222292202	74.86	457352
s0194	644396	678367	644396	236709661	114.93	2369120
s0195	667668	703581	667668	244930883	116.28	1670248
s0196	743241	792516	743241	273125455	135.7	1126944
s0197	885439	933605	885439	324829488	184.39	1019900
s0198	1082980	1148561	1082980	397234098	131.53	2723652
s0199	1229822	1323706	1229822	451996310	234.78	2471748
s0200	717572	762237	717572	264074372	179.33	1830468
s0201	713861	754287	713861	262582894	86.84	1925860
s0202	810319	867263	810319	297211389	146.05	2238476
s0203	1114040	1185898	1114040	408874280	152.68	2413556
s0204	1099925	1164117	1099925	403364180	180.19	3124768
s0205	1653787	1763509	1653787	608181648	230.8	6567916
s0206	685683	720843	685683	251944975	152.9	1493556
s0207	987772	1035608	987772	362182163	126.87	2804848
s0208	390722	405407	390722	143215659	88.78	346088
s0209	627525	664370	627525	230566173	57.13	519360
s0210	534444	554172	534444	196031650	131.1	1285632
s0211	492805	511798	492805	180447372	60.56	422456
s0212	442510	457612	442510	162035355	78.94	457448
s0213	969632	1012750	969632	355098833	105.72	641272
s0214	458246	477297	458246	167926465	82.75	633944
s0215	489602	514643	489602	179738996	102.67	614652
s0216	569113	596891	569113	208373542	200.37	816608
s0217	357582	367382	357582	130716510	53.13	497992
s0218	107773	108313	107773	38753092	25.75	162960
s0219	501339	519793	501339	183521107	68.2	404856
s0220	734455	782208	734455	269622833	117.57	2320260
s0221	778532	826437	778532	285852263	188.7	1640748
s0222	593278	615425	593278	217688714	126.7	1354860
s0223	601014	623384	601014	220481508	137.95	1747592
s0224	646391	675154	646391	236669738	86.77	1299428
s0225	654469	685315	654469	239688794	174.04	475020
s0226	911584	958568	911584	335332385	165.89	2650656
s0227	612554	644483	612554	224604580	147.23	1580764
s0228	648852	679875	648852	238032963	120.47	402376
s0229	764550	810326	764550	280668857	151.16	1433604
s0230	346515	359243	346515	127007299	79.61	296684
s0231	505201	529741	505201	185415128	168.38	593652
s0232	91962	92357	91962	33057725	22.99	156052
s0233	821263	865993	821263	301577093	150.95	1282992
s0234	388373	406282	388373	142435555	136.87	903436
s0235	1457956	1595300	1457956	535182561	118.27	2145088
s0236	990444	1054877	990444	364055553	211.88	1352892
s0237	679293	712495	679293	248955416	109.91	853028
s0238	557360	583457	557360	204238461	86.11	1104784
s0239	499805	516096	499805	183139990	108.37	1400656
s0240	613537	624029	613537	225373977	135.2	2325516
s0241	399663	416080	399663	146341964	69.89	456424
s0242	654352	690929	654352	240204575	127.73	1402400
s0243	595441	620810	595441	218446639	138.73	2000652
s0244	691107	721489	691107	253268948	207.79	418688
s0245	979954	1050689	979954	360617531	156.64	2315100
s0246	924664	984713	924664	339494640	88.42	2111088
s0247	334961	345692	334961	122537477	53.57	312280
s0248	357548	372444	357548	130889575	66.74	596616
s0249	377764	390062	377764	138294671	70.23	362924
s0250	589056	617720	589056	215995101	153.9	986664
s0251	352850	365899	352850	129330529	65.42	442836
s0252	567795	593364	567795	208126157	90.08	357568
s0253	580064	607750	580064	212623423	84.88	450344
s0254	804446	840314	804446	294156580	86.49	1554408
s0255	407177	420177	407177	148991621	70.42	365176
s0256	430554	448469	430554	157827542	79.43	603260
s0257	99513	99973	99513	35768880	26.56	155284
s0258	105662	106309	105662	37998784	17.87	160204
s0259	589654	614484	589654	216498623	216.22	2557616
s0260	996745	1045998	996745	365137557	149.54	562320
s0261	537320	555936	537320	196625441	83.35	406564
s0262	570347	592631	570347	209135551	114.0	3603948
s0263	446199	462496	446199	163342611	77.74	377800
s0264	673721	705173	673721	246965810	124.28	1228772
s0265	805037	847539	805037	295342588	116.46	1152912
s0266	827550	875057	827550	303573245	95.06	475500
s0267	881866	934342	881866	324458352	177.46	3139296
s0268	69241	69534	69241	24823005	26.45	132084
s0269	670050	706789	670050	245905659	110.76	1456984
s0270	106220	106852	106220	38208736	16.42	150772
s0271	1008405	1066322	1008405	369995381	96.53	1909060
s0272	1141435	1198449	1141435	418576541	151.06	2552716
s0273	1322376	1398096	1322376	485093331	183.0	2023756
s0274	254590	260887	254590	92805051	36.45	209528
s0275	638509	669212	638509	234523767	129.44	1261832
s0276	783994	825718	783994	288167009	340.0	2477472
s0277	605154	627105	605154	221803308	230.3	1690640
s0278	764833	808437	764833	281307899	152.93	3910508
s0279	354476	363708	354476	129541391	38.35	277836
s0280	705118	741330	705118	259144447	96.69	2160656
s0281	1210225	1285006	1210225	444262383	135.27	1107072
s0282	1032842	1085810	1032842	378329613	115.99	1248420
s0283	859100	904212	859100	314633790	113.56	980480
s0284	1065209	1125996	1065209	390572102	128.54	1248764
s0285	896806	943385	896806	328326330	107.18	1428484
s0286	535530	556373	535530	196002006	97.62	1326224
s0287	508718	531962	508718	186490848	56.05	1099408
s0288	774807	822374	774807	284405989	155.33	1362956
s0289	711583	747165	711583	260841802	103.65	1408104
s0290	932065	987697	932065	342939652	189.24	3435216
s0291	622127	657581	622127	228280010	146.43	2170256
s0292	668183	704372	668183	245149135	104.63	1362620
s0293	568054	593142	568054	208217186	136.71	4384684
s0294	670754	705868	670754	246124230	116.29	1965608
s0295	737101	775646	737101	270693870	167.87	2132072
s0296	767996	808354	767996	281708939	114.24	1214488
s0297	657976	680358	657976	240551113	78.85	678444
s0298	852081	897712	852081	312539554	106.41	753196
s0299	678306	716080	678306	248800178	181.51	2205388
s0300	850343	884333	850343	311123253	139.09	1523124
s0301	674587	707997	674587	247315683	171.89	1231064
s0302	1252523	1319113	1252523	459638894	96.66	2305664
s0303	379817	390793	379817	138837605	40.99	371620
s0304	802665	855867	802665	294916378	137.22	2414524
s0305	479515	495305	479515	175970374	140.54	3035692
s0306	763849	816547	763849	280803439	97.39	2216968
s0307	660119	691002	660119	241876199	110.52	2547404
s0308	1244738	1316959	1244738	456760713	118.26	1157192
s0309	1029893	1081250	1029893	377248671	111.77	1270224
s0310	690814	731006	690814	253537947	108.47	1599848
s0311	808104	858045	808104	296665933	112.6	1788836
s0312	770431	818217	770431	282954623	113.16	1639784
s0313	509473	528071	509473	186703953	84.4	3605660
s0314	464095	479886	464095	170075810	105.28	1885996
s0315	502227	522349	502227	184234411	127.86	3316056
s0316	862281	916017	862281	317263053	221.28	2844640
s0317	687453	719388	687453	252208936	150.25	2291856
s0318	696693	731424	696693	255654487	102.84	1845784
s0319	939188	996143	939188	345597334	171.69	2603112
s0320	1073507	1167631	1073507	395651878	182.49	1375356
s0321	759628	796953	759628	278320382	100.5	484464
s0322	800854	846227	800854	294439834	171.31	2690148
s0323	775015	816556	775015	284726908	85.48	3189500
s0324	761751	805027	761751	279799571	171.34	7033828
s0325	859351	899325	859351	315392063	143.95	3284620
s0326	770494	814749	770494	283106476	179.44	2605068
s0327	661050	691808	661050	242491033	114.66	3732124
s0328	479602	495366	479602	175411479	63.13	336252
s0329	866254	889391	866254	317878430	93.74	519836
s0330	723513	758929	723513	265612999	92.0	2434940
s0331	716006	747170	716006	262196155	144.9	1249304
s0332	827610	880979	827610	303833727	349.12	1562176
s0333	1379269	1460821	1379269	506668956	208.86	2277044
s0334	1326187	1398156	1326187	486690611	202.51	1858956
s0335	317705	326105	317705	116086628	32.77	292268
s0336	1197964	1250181	1197964	439249599	137.52	2092484
s0337	550490	568238	550490	201769835	112.61	2058636
s0338	1295871	1382972	1295871	476250071	212.25	1824760
s0339	501855	520061	501855	183546480	60.19	311484
s0340	609074	638593	609074	223346009	61.72	3750528
s0341	502330	520682	502330	183814858	122.84	3913936
s0342	479315	502558	479315	176028717	103.75	1306076
s0343	661188	688295	661188	242572524	97.54	1761316
s0344	711443	752152	711443	261717805	73.46	1302920
s0345	666272	700727	666272	244831982	117.38	1397136
s0346	895577	958553	895577	330356006	126.19	2120472
s0347	643677	673691	643677	236085248	66.74	2715540
s0348	1262363	1416589	1262363	463536567	159.38	1774324
s0349	688632	725396	688632	252682686	131.27	1306696
s0350	462148	477104	462148	169559517	123.81	1516600
s0351	976146	1041469	976146	358533081	113.54	498724
s0352	1301529	1410719	1301529	479444815	191.64	1398372
s0353	744545	783012	744545	273477899	120.51	1903112
s0354	694402	734811	694402	255098076	139.37	3342616
s0355	727955	763671	727955	267231407	136.74	2560328
s0356	730152	779547	730152	268181574	156.95	2645004
s0357	651734	683082	651734	238994685	333.65	1808220
s0358	782748	826003	782748	287666496	144.34	2862116
s0359	456627	475357	456627	167291699	105.45	1804624
s0360	483453	501432	483453	177179466	95.41	1546944
s0361	1530280	1650731	1530280	563084202	218.21	2020228
s0362	1235734	1314323	1235734	453522167	196.75	2590012
s0363	1501650	1614864	1501650	552285837	198.11	2467340
s0364	1259638	1346180	1259638	462387521	157.08	2165912
s0365	1378599	497673	1378599	507001635	558.79	2596968
s0366	2039522	2221460	2039522	751814761	175.67	4276960
s0367	1436296	1542952	1436296	528090342	190.64	2683196
s0368	1266088	1355309	1266088	465126731	101.18	2523828
s0369	460693	482165	460693	168976652	237.15	788948
s0370	563189	590999	563189	206864745	176.92	969156
s0371	347618	362258	347618	127286346	126.25	1050884
s0372	731748	770752	731748	268916083	162.13	1978220
s0373	531750	558119	531750	195263953	114.93	324892
s0374	1386751	1504205	1386751	509942045	163.95	3531876
s0375	1081357	1156438	1081357	396644656	213.7	3085104
s0376	996135	1053305	996135	365451508	193.26	2208992
s0377	529264	547394	529264	193645468	78.87	352840
s0378	465131	479022	465131	170047814	62.37	454480
s0379	909730	964327	909730	333819459	199.32	1952640
s0380	883535	935831	883535	324183592	123.34	2817416
s0381	942712	997048	942712	345830868	237.85	3056704
s0382	749164	788258	749164	274399272	184.2	3914220
s0383	529112	549890	529112	193925277	123.19	1466152
s0384	498965	526868	498965	183309425	90.78	678268
s0385	680192	721205	680192	249824383	115.76	666812
s0386	696293	737074	696293	256173448	203.86	1694284
s0387	661687	698061	661687	243237763	186.07	1272072
s0388	1408621	1520027	1408621	518107894	355.59	2444956
s0389	2158975	2354005	2158975	796112026	494.76	4190248
s0390	415720	428298	415720	152103514	95.15	1102784
s0391	426899	445110	426899	156349855	191.93	771372
s0392	345308	353945	345308	126144429	64.4	247416
s0393	781449	828992	781449	287352298	141.48	2213648
s0394	619249	649867	619249	227168149	177.22	6046204
s0395	715720	760127	715720	263231234	143.09	2196036
s0396	707182	741459	707182	258779409	99.42	1987576
s0397	664993	700672	664993	244020185	260.76	7298852
s0398	720612	768783	720612	264607537	201.21	5207856
s0399	657113	688481	657113	241014031	186.86	5122720
s0400	476068	493062	476068	174151309	177.61	6445616
s0401	588090	618848	588090	215768020	162.6	5660252
s0402	1100538	1171431	1100538	403944751	134.74	1054392
s0403	1391782	1493810	1391782	511734132	285.22	2125128
s0404	1247073	1330883	1247073	458160009	276.07	1870840
s0405	561792	586809	561792	206041257	60.14	355556
s0406	621682	653645	621682	227878828	58.41	2500932
s0407	694518	731936	694518	254904895	128.06	2198828
s0408	851447	901427	851447	313335969	202.29	1744700
s0409	1075193	1140488	1075193	394614885	294.16	3114212
s0410	546537	569161	546537	200239280	87.8	405688
s0411	1025105	1088707	1025105	376350540	243.89	2495820
s0412	700486	745458	700486	257205966	192.39	2823336
s0413	647583	688414	647583	237557064	121.43	3042000
s0414	783050	840988	783050	287996687	147.35	2313936
s0415	773617	824407	773617	284134182	166.35	2786748
s0416	796883	854884	796883	293079464	335.5	11035224
s0417	795167	846526	795167	292161618	263.96	11591712
s0418	525753	549106	525753	192864282	128.26	864496
s0419	651483	689748	651483	239713323	136.43	823468
s0420	748843	798571	748843	275270626	167.09	1091484
s0421	526997	554770	526997	193670284	58.69	724672
s0422	733900	772904	733900	269641171	182.7	1710608
s0423	600759	628391	600759	220293240	132.43	1721256
s0424	717660	762565	717660	264149706	165.7	1313628
s0425	584611	611866	584611	213865374	188.34	7673720
s0426	643959	669866	643959	236138060	56.45	2506936
s0427	727408	770941	727408	267710728	127.84	2114136
s0428	818476	869921	818476	301347616	164.42	1714480
s0429	848778	869101	848778	312352557	212.68	2639212
s0430	864330	919710	864330	317304751	135.44	3145752
s0431	912972	970178	912972	335106133	146.94	3079720
s0432	634522	676833	634522	232803606	125.82	3965592
s0433	680996	723462	680996	249928587	75.59	3201976
s0434	676101	719546	676101	248024279	199.22	3322312
s0435	573907	600597	573907	210431720	141.77	2399872
s0436	418417	436501	418417	153470872	71.89	1418744
s0437	462333	482517	462333	169570685	75.49	583756
s0438	503916	525613	503916	184848729	138.02	843324
s0439	1289222	1279811	1289222	473338396	208.3	2906292
s0440	487191	509311	487191	178727279	114.52	765016
s0441	492865	510892	492865	180279158	153.18	375336
s0442	446165	465206	446165	163609387	51.76	588056
s0443	726288	765370	726288	266704371	238.89	2392456
s0444	558207	581014	558207	204966246	169.87	1642540
s0445	548341	503901	548341	201019135	70.95	1207072
s0446	778258	814532	778258	284814590	169.04	5500812
s0447	910774	965137	910774	334065831	197.48	3596352
s0448	523201	550180	523201	192131694	157.1	3737452
s0449	660675	696830	660675	242783744	135.97	2032720
s0450	608428	642264	608428	222938651	103.93	3478708
s0451	636270	666906	636270	233647401	129.88	1039232
s0452	720909	764737	720909	264834628	123.26	1223200
s0453	643345	676133	643345	236444220	83.08	1729216
s0454	1308414	1406989	1308414	481098714	225.37	2350268
s0455	410670	426652	410670	150474667	241.39	659008
s0456	852913	906788	852913	314215080	167.12	1959728
s0457	726389	768190	726389	267217024	318.66	1462616
s0458	761574	809422	761574	280375393	142.32	1875876
s0459	797855	844663	797855	293719234	101.59	1970636
s0460	801133	838201	801133	294359084	152.51	2674468
s0461	412592	426608	412592	151212784	110.64	3451564
s0462	775862	828034	775862	285791369	159.5	2257664
s0463	661045	695977	661045	242889859	75.56	2541336
s0464	726953	771751	726953	267519530	108.82	1425572
s0465	763743	810344	763743	280671014	164.38	1518260
s0466	549920	572567	549920	201366574	79.74	2063956
s0467	468742	488736	468742	171656786	44.64	1074348
s0468	1103904	1186776	1103904	406938402	532.53	2162888
s0469	553660	575170	553660	202704320	98.77	1363336
s0470	547318	570309	547318	200381922	86.5	897108
s0471	526957	542799	526957	193453472	138.24	1448392
s0472	535959	555988	535959	196906539	140.35	2714728
s0473	584194	606405	584194	214213910	104.14	2716800
s0474	515409	535084	515409	188849847	111.39	1982420
s0475	518998	540663	518998	190360741	67.47	2240232
s0476	1230414	1310741	1230414	451754332	207.92	2266112
s0477	740430	781068	740430	272022516	153.67	2304176
s0478	1810534	1970538	1810534	667168672	417.32	3032516
s0479	678696	715431	678696	249179152	108.69	2927552
s0480	1081080	1154237	1081080	396741924	492.11	2004644
s0481	1125893	1203317	1125893	413374430	213.14	2316584
s0482	535881	561611	535881	196689438	313.4	974752
s0483	1060323	1134577	1060323	389290302	148.81	1495612
s0484	574401	594708	574401	211030974	95.37	1864236
s0485	822177	858348	822177	301085002	88.12	1408808
s0486	857260	899141	857260	314246257	212.89	2007640
s0487	646294	676312	646294	237364830	154.67	2285928
s0488	649544	691030	649544	238634128	152.61	1821900
s0489	645811	684495	645811	237321675	127.96	1610432
s0490	1144971	1226369	1144971	422079201	283.68	2311652
s0491	841952	904928	841952	309901008	162.41	2654744
s0492	694538	738789	694538	255162221	65.32	1403820
s0493	577050	600479	577050	211775029	141.22	1319340
s0494	574260	599335	574260	211369541	194.49	1980580
s0495	477448	494073	477448	175321611	104.57	1423824
s0496	490441	503033	490441	179696617	94.8	2446144
s0497	520385	540610	520385	191267943	501.92	1826188
s0498	672019	710912	672019	247153134	148.25	1485100
s0499	591084	623257	591084	217068905	123.53	1532776
s0500	831011	882953	831011	306087708	147.98	2174764
s0501	627484	659131	627484	230519728	248.7	1131448
s0502	616282	653089	616282	226603096	148.65	1729288
s0503	505029	521201	505029	185346069	116.35	1520340
s0504	644340	674920	644340	236778535	155.61	3112160
s0505	1060709	1138115	1060709	391284034	231.08	3283436
s0506	705268	746599	705268	259118991	197.62	1460448
s0507	687237	720516	687237	252385615	125.95	1818744
s0508	672573	707880	672573	246864407	271.49	1633016
s0509	685778	720976	685778	251500981	99.39	1235168
s0510	443396	459680	443396	162789524	127.57	1390744
s0511	564892	587481	564892	207765147	179.9	1837132
s0512	531264	556854	531264	194603774	97.53	1292828
s0513	502289	520865	502289	184527736	126.4	1282320
s0514	521925	541303	521925	191790195	145.06	1446104
s0515	521852	538487	521852	191507724	112.52	1761480
s0516	419256	432843	419256	153883822	112.03	1400440
s0517	731633	778991	731633	268851099	134.81	1709084
s0518	468183	483167	468183	171546956	102.47	2019676
s0519	445244	468731	445244	163327049	61.68	816964
s0520	1196763	1340869	1196763	440736823	341.44	560940
s0521	89195	80199	89195	32066074	25.94	142496
s0522	1339176	1494298	1339176	493579037	182.36	720744
s0523	1461746	1625710	1461746	538843906	212.7	631416
s0524	1365884	1520040	1365884	503483237	222.49	646672
s0525	84610	85027	84610	30411681	53.05	146996
s0526	1005569	1117723	1005569	369850122	130.73	484208
s0527	1121506	1247760	1121506	412863737	124.89	538896
s0528	107626	108119	107626	38662465	31.8	165848
s0529	99419	99838	99419	35724425	25.78	162312
s0530	118618	119276	118618	42679135	19.37	156784
s0531	48778	48952	48778	17497670	19.42	122840
s0532	49651	49868	49651	17843950	14.8	131260
s0533	145600	146562	145600	52309002	24.33	165976
s0534	608822	652177	608822	223128769	81.14	387732
s0535	872451	940781	872451	320266920	116.24	419456
s0536	776385	847706	776385	285292070	130.99	427452
s0537	679863	734773	679863	249366658	102.09	364852
s0538	646039	700502	646039	237111478	164.56	372376
s0539	994415	1087424	994415	365274673	133.66	487956
s0540	705312	759357	705312	258736074	126.76	421828
s0541	530804	575689	530804	194728643	85.75	345804
s0542	680587	728665	680587	249476007	236.99	400628
s0543	722567	781766	722567	265401693	117.61	471800
s0544	678267	724123	678267	248474487	94.93	409280
s0545	628675	677114	628675	230513474	90.2	367464
s0546	656011	705995	656011	240543520	108.48	364680
s0547	845743	921372	845743	310879361	151.33	441288
s0548	625632	671193	625632	229390053	85.81	393304
s0549	714733	761981	714733	261958937	54.71	434216
s0550	713826	770126	713826	261918786	99.63	453484
s0551	507925	547131	507925	186019644	49.76	364292
s0552	724390	780697	724390	265832485	74.19	424920
s0553	657879	702912	657879	241253050	99.24	345376
s0554	912848	1000538	912848	335790989	163.7	526912
s0555	680224	730884	680224	249493224	124.99	407628
s0556	691749	745725	691749	253872819	103.03	391664
s0557	129667	130395	129667	46659388	22.85	163660
